interactionId,agentName,duration_ID,duration_CS
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,3.825
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.869
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,4.525
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.097
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,6.983
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.019
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,4.044
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,5.284
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.096
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,2.484
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,1.189
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,1.167
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.209
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.311
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,5.004
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.019
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,1.385
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.289
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,4.224
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.076
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,3.024
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,2.304
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,2.724
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,1.604
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.409
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.933
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,4.024
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.098
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,3.964
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,3.586
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.746
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.33
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.077
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,1.847
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,3.363
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.352
8c581d83-c825-4d81-9457-6286971a50f2,1073cbb9-f2f1-42c7-881b-467c4da9ac44,531,0.193
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.019
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.118
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,3.144
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.02
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,1.668
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,2.646
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,3.464
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.154
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.019
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,0.156
1c6c6f37-56d2-417e-b458-91171eb46dee,7abd9809-eee1-4c8a-94d2-3cd0f57dc21f,38,1.307
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.039
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.43
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.104
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.286
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.588
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,6.863
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.044
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.106
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.266
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.174
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.985
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.806
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.31
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.926
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.585
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.019
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.527
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.025
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.567
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.153
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.075
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.186
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.548
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.805
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.369
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.21
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.473
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.146
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.167
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.63
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.234
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.275
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.076
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.019
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.728
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.428
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.006
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.411
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.075
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.27
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.485
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.315
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.078
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.027
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.351
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.225
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.233
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,4.845
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.284
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.192
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.306
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.643
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.547
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.464
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.492
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.622
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.324
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.464
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,7.185
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.227
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.545
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.348
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.831
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.467
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.883
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,6.663
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.265
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.306
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.662
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.366
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.484
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.04
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.453
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.643
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.284
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.763
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,7.264
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.426
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.284
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,6.404
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.43
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.883
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,6.644
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.475
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.265
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.038
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.306
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.019
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.663
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.019
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.548
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.424
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.47
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.643
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,3.264
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,9.823
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.195
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.645
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,0.059
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,4.884
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,1.285
cd6f29a6-76ab-42ea-99b1-e42ce611569c,cf0ba3fa-202b-42b9-9004-31c7c2644c35,765,2.545
